titleId ordering title region language types attributes isOriginalTitle
1000001287 744010900 2030019110 1305674006 45762223 1208305848 1208305848 403150161
1000001287 980668946 98588204 1744825135 1373573026 1208305848 1208305848 403150161
10000015 1651961586 494525002 1208305848 1208305848 1858472081 1208305848 467728809
1000001525 1296757198 2036212064 1744825135 1373573026 1208305848 1208305848 403150161
1000001525 1651961586 91807098 180268031 987280137 1208305848 1208305848 403150161
1000001525 1762528376 36392047 1305674006 45762223 1208305848 1208305848 403150161
1000001525 334333092 1258690422 1265630730 544662624 1208305848 1208305848 403150161
1000001525 467728809 791040546 1965426298 65375772 1208305848 1208305848 403150161
1000001525 744010900 16438265 1309041635 1223498069 1208305848 1208305848 403150161
1000001525 980668946 294818554 2097286403 1427241740 1208305848 1208305848 403150161
10000015 467728809 494525002 341276151 1208305848 2061181426 1208305848 403150161
1000002034 1651961586 2088402837 1208305848 1208305848 1858472081 1208305848 467728809
1000002034 467728809 2088402837 341276151 1208305848 2061181426 1208305848 403150161
1000002320 1296757198 1581155207 1965426298 65375772 1208305848 1208305848 403150161
1000002320 1651961586 1273946796 1265630730 544662624 1208305848 1208305848 403150161
1000002320 1762528376 2008923510 1309041635 1223498069 1208305848 1208305848 403150161
1000002320 334333092 2008923510 1305674006 45762223 1208305848 1208305848 403150161
1000002320 467728809 1831469405 180268031 987280137 1208305848 1208305848 403150161
1000002320 744010900 1994232806 1744825135 1373573026 1208305848 1208305848 403150161
1000002320 980668946 2006052323 2097286403 1427241740 1208305848 1208305848 403150161
1000002333 1651961586 2088010644 1208305848 1208305848 1858472081 1208305848 467728809
1000002333 467728809 2088010644 1435969635 1208305848 2061181426 1208305848 403150161
10000026 1296757198 431474239 1309041635 1223498069 1208305848 1208305848 403150161
10000026 1651961586 431474239 1305674006 45762223 1208305848 1208305848 403150161
10000026 1762528376 1595204306 1744825135 1373573026 1208305848 1208305848 403150161
10000026 334333092 1046253836 2097286403 1427241740 1208305848 1208305848 403150161
1000002634 1296757198 73204581 1265630730 544662624 1208305848 1208305848 403150161
1000002634 1651961586 1668916484 1309041635 1223498069 1208305848 1208305848 403150161
1000002634 1762528376 1980934998 1744825135 1373573026 1208305848 1208305848 403150161
1000002634 334333092 301977717 1965426298 65375772 1208305848 1208305848 403150161
1000002634 467728809 1668916484 1305674006 45762223 1208305848 1208305848 403150161
1000002634 744010900 2091069340 180268031 987280137 1208305848 1208305848 403150161
1000002634 980668946 698423250 2097286403 1427241740 1208305848 1208305848 403150161
10000026 467728809 923217491 1265630730 544662624 1208305848 1208305848 403150161
10000026 744010900 1504764799 1965426298 65375772 1208305848 1208305848 403150161
10000026 980668946 1160665332 180268031 987280137 1208305848 1208305848 403150161
1000003077 467728809 1233775533 1309041635 1208305848 1208305848 1208305848 403150161
1000003416 1296757198 1116766017 1265630730 544662624 1208305848 1208305848 403150161
1000003416 1651961586 526618796 1309041635 1223498069 1208305848 1208305848 403150161
1000003416 1762528376 526618796 1305674006 45762223 1208305848 1208305848 403150161
1000003416 334333092 1448644778 2097286403 1427241740 1208305848 1208305848 403150161
1000003416 467728809 1654281894 1744825135 1373573026 1208305848 1208305848 403150161
1000003416 744010900 1498970612 180268031 987280137 1208305848 1208305848 403150161
1000003416 980668946 777155881 1965426298 65375772 1208305848 1208305848 403150161
1000003869 1296757198 1652197850 567422381 1208305848 1208305848 1208305848 403150161
1000003869 1651961586 1891281959 2017809269 684125040 586471089 1208305848 403150161
1000003869 467728809 1652197850 1208305848 1208305848 1858472081 1208305848 467728809
1000004336 1296757198 1522624685 2097286403 1427241740 1208305848 1208305848 403150161
1000004336 1651961586 1738426252 1305674006 45762223 1208305848 1208305848 403150161
1000004336 1762528376 317881136 1965426298 65375772 1208305848 1208305848 403150161
1000004336 334333092 285569390 1744825135 1373573026 1208305848 1208305848 403150161
1000004336 467728809 22395264 180268031 987280137 1208305848 1208305848 403150161
1000004336 744010900 123704685 1265630730 544662624 1208305848 1208305848 403150161
1000004336 980668946 1738426252 1309041635 1223498069 1208305848 1208305848 403150161
1000004350 1296757198 247772752 1309041635 1223498069 1208305848 1208305848 403150161
1000004350 1651961586 924183722 1965426298 65375772 1208305848 1208305848 403150161
1000004350 1762528376 301533009 1265630730 544662624 1208305848 1208305848 403150161
1000004350 334333092 247772752 1305674006 45762223 1208305848 1208305848 403150161
1000004350 467728809 1561330494 2097286403 1427241740 1208305848 1208305848 403150161
1000004350 744010900 657912590 180268031 987280137 1208305848 1208305848 403150161
1000004350 980668946 1639277893 1744825135 1373573026 1208305848 1208305848 403150161
1000004626 1296757198 413875581 1840247195 1093121780 2061181426 1208305848 403150161
1000004626 1651961586 1247320156 198103989 1208305848 2061181426 1208305848 403150161
1000004626 467728809 573477644 1208305848 1208305848 1858472081 1208305848 467728809
1000005018 1651961586 4892455 341276151 1208305848 2061181426 1208305848 403150161
1000005018 467728809 4892455 1208305848 1208305848 1858472081 1208305848 467728809
1000005445 467728809 1099220350 503347980 1208305848 1208305848 1208305848 403150161
100000561 467728809 1642548167 503347980 1208305848 1208305848 1208305848 403150161
1000005766 1296757198 1336898239 1965426298 65375772 1208305848 1208305848 403150161
1000005766 1651961586 1258368950 180268031 987280137 1208305848 1208305848 403150161
1000005766 1762528376 836527887 2097286403 1427241740 1208305848 1208305848 403150161
1000005766 334333092 313073057 1744825135 1373573026 1208305848 1208305848 403150161
1000005766 467728809 513118647 1305674006 45762223 1208305848 1208305848 403150161
1000005766 744010900 513118647 1309041635 1223498069 1208305848 1208305848 403150161
1000005766 980668946 1010315945 1265630730 544662624 1208305848 1208305848 403150161
1000005811 467728809 670127167 320194131 1208305848 1208305848 1208305848 403150161
1000005952 1296757198 1365497492 1305674006 45762223 1208305848 1208305848 403150161
1000005952 1651961586 1708120770 1965426298 65375772 1208305848 1208305848 403150161
1000005952 1762528376 972366621 1309041635 1223498069 1208305848 1208305848 403150161
1000005952 334333092 1573266325 1265630730 544662624 1208305848 1208305848 403150161
1000005952 467728809 2107142153 1744825135 1373573026 1208305848 1208305848 403150161
1000005952 744010900 269668668 2097286403 1427241740 1208305848 1208305848 403150161
1000005952 980668946 1275211557 180268031 987280137 1208305848 1208305848 403150161
1000006134 1296757198 1738980422 1305674006 45762223 1208305848 1208305848 403150161
1000006134 1651961586 704880557 1265630730 544662624 1208305848 1208305848 403150161
1000006134 1762528376 1766998726 2097286403 1427241740 1208305848 1208305848 403150161
1000006134 334333092 1738980422 1309041635 1223498069 1208305848 1208305848 403150161
1000006134 467728809 204700142 180268031 987280137 1208305848 1208305848 403150161
1000006134 744010900 197501233 1965426298 65375772 1208305848 1208305848 403150161
1000006134 980668946 1536415660 1744825135 1373573026 1208305848 1208305848 403150161
1000006324 1296757198 1248358366 1965426298 65375772 1208305848 1208305848 403150161
1000006324 1651961586 387763540 180268031 987280137 1208305848 1208305848 403150161
1000006324 1762528376 1713257197 1309041635 1223498069 1208305848 1208305848 403150161
1000006324 334333092 1289260722 1744825135 1373573026 1208305848 1208305848 403150161
1000006324 467728809 1859549527 2097286403 1427241740 1208305848 1208305848 403150161
1000006324 744010900 903057896 1305674006 45762223 1208305848 1208305848 403150161
1000006324 980668946 1189514149 1265630730 544662624 1208305848 1208305848 403150161
1000006469 1651961586 1508430399 1208305848 1208305848 1858472081 1208305848 467728809
1000006469 467728809 1508430399 2097286403 1208305848 2061181426 1208305848 403150161
1000007180 467728809 1950297548 1265630730 1208305848 1208305848 1208305848 403150161
1000007319 1296757198 1860208234 180268031 987280137 1208305848 1208305848 403150161
1000007319 1651961586 334523690 1309041635 1223498069 1208305848 1208305848 403150161
1000007319 1762528376 1742779054 2097286403 1427241740 1208305848 1208305848 403150161
1000007319 334333092 334523690 1305674006 45762223 1208305848 1208305848 403150161
1000007319 467728809 813481253 1965426298 65375772 1208305848 1208305848 403150161
1000007319 744010900 1698193607 1265630730 544662624 1208305848 1208305848 403150161
1000007319 980668946 222714586 1744825135 1373573026 1208305848 1208305848 403150161
100000732 1296757198 1246450905 180268031 987280137 1208305848 1208305848 403150161
100000732 1651961586 1472149707 1965426298 65375772 1208305848 1208305848 403150161
100000732 1762528376 1468810391 1309041635 1223498069 1208305848 1208305848 403150161
100000732 334333092 1916660225 2097286403 1427241740 1208305848 1208305848 403150161
100000732 467728809 1468810391 1305674006 45762223 1208305848 1208305848 403150161
100000732 744010900 1720305833 1744825135 1373573026 1208305848 1208305848 403150161
100000732 980668946 194809455 1265630730 544662624 1208305848 1208305848 403150161
1000007592 1651961586 399815189 1208305848 1208305848 1858472081 1208305848 467728809
1000007592 467728809 399815189 341276151 1208305848 2061181426 1208305848 403150161
1000007659 1296757198 1411943212 2097286403 1208305848 586471089 1208305848 403150161
1000007659 1651961586 1059656833 1208305848 1208305848 1858472081 1208305848 467728809
1000007659 1762528376 1568104677 635834001 1208305848 2061181426 1208305848 403150161
1000007659 467728809 1059656833 2097286403 1208305848 2061181426 1208305848 403150161
100000787 467728809 1989873890 1616118348 1208305848 1208305848 1208305848 403150161
1000007885 1296757198 1921809686 1309041635 1223498069 1208305848 1208305848 403150161
1000007885 1651961586 1921809686 1305674006 45762223 1208305848 1208305848 403150161
1000007885 1762528376 1729828150 1744825135 1373573026 1208305848 1208305848 403150161
1000007885 334333092 419130195 2097286403 1427241740 1208305848 1208305848 403150161
1000007885 467728809 213002899 1265630730 544662624 1208305848 1208305848 403150161
1000007885 744010900 1148976902 1965426298 65375772 1208305848 1208305848 403150161
1000007885 980668946 1247101665 180268031 987280137 1208305848 1208305848 403150161
1000008119 1651961586 591753638 1208305848 1208305848 1858472081 1208305848 467728809
1000008119 467728809 1682706157 198103989 1208305848 2061181426 1208305848 403150161
1000008148 1296757198 1628473158 1265630730 544662624 1208305848 1208305848 403150161
1000008148 1651961586 2139412924 1309041635 1223498069 1208305848 1208305848 403150161
1000008148 1762528376 1115207432 1305674006 45762223 1208305848 1208305848 403150161
1000008148 334333092 1766809209 1744825135 1373573026 1208305848 1208305848 403150161
1000008148 467728809 1580911361 1965426298 65375772 1208305848 1208305848 403150161
1000008148 744010900 1856250181 2097286403 1427241740 1208305848 1208305848 403150161
1000008148 980668946 223692050 180268031 987280137 1208305848 1208305848 403150161
1000008180 1296757198 1461994796 2097286403 1427241740 1208305848 1208305848 403150161
1000008180 1651961586 1926223696 180268031 987280137 1208305848 1208305848 403150161
1000008180 1762528376 348228581 1305674006 45762223 1208305848 1208305848 403150161
1000008180 334333092 785696388 1309041635 1223498069 1208305848 1208305848 403150161
1000008180 467728809 1392197989 1265630730 544662624 1208305848 1208305848 403150161
1000008180 744010900 757098384 1744825135 1373573026 1208305848 1208305848 403150161
1000008180 980668946 1624659141 1965426298 65375772 1208305848 1208305848 403150161
100000842 1296757198 1314573556 1309041635 1223498069 1208305848 1208305848 403150161
100000842 1651961586 514123442 180268031 987280137 1208305848 1208305848 403150161
100000842 1762528376 1316846964 1965426298 65375772 1208305848 1208305848 403150161
100000842 334333092 110438038 2097286403 1427241740 1208305848 1208305848 403150161
100000842 467728809 1505513726 1744825135 1373573026 1208305848 1208305848 403150161
100000842 744010900 1218119968 1305674006 45762223 1208305848 1208305848 403150161
100000842 980668946 864701167 1265630730 544662624 1208305848 1208305848 403150161
1000008666 1296757198 971606863 1435969635 1208305848 2061181426 1208305848 403150161
1000008666 1651961586 971606863 1208305848 1208305848 1858472081 1208305848 467728809
1000008666 467728809 971606863 341276151 1208305848 2061181426 1208305848 403150161
1000009148 1296757198 466218294 341276151 1208305848 1208305848 1678821868 403150161
1000009148 1651961586 358578191 341276151 1208305848 2061181426 1208305848 403150161
1000009148 467728809 1401379446 1208305848 1208305848 1858472081 1208305848 467728809
1000009209 1296757198 1763156371 1265630730 544662624 1208305848 1208305848 403150161
1000009209 1651961586 827558539 1744825135 1373573026 1208305848 1208305848 403150161
1000009209 1762528376 943001426 180268031 987280137 1208305848 1208305848 403150161
1000009209 334333092 1129256752 1305674006 45762223 1208305848 1208305848 403150161
1000009209 467728809 54093308 2097286403 1427241740 1208305848 1208305848 403150161
1000009209 744010900 122626815 1965426298 65375772 1208305848 1208305848 403150161
1000009209 980668946 1129256752 1309041635 1223498069 1208305848 1208305848 403150161
1000009329 1651961586 1576715886 341276151 1208305848 2061181426 1208305848 403150161
1000009329 467728809 1576715886 1208305848 1208305848 1858472081 1208305848 467728809
1000009379 467728809 651734384 320194131 1208305848 1208305848 1208305848 403150161
1000009517 467728809 864145349 777663689 1208305848 1208305848 1208305848 403150161
1000009660 467728809 1776890707 802610745 1208305848 1208305848 1208305848 403150161
1000010072 1651961586 1272829675 341276151 1208305848 2061181426 1208305848 403150161
1000010072 467728809 1272829675 1208305848 1208305848 1858472081 1208305848 467728809
1000010193 1296757198 1275450758 180268031 987280137 1208305848 1208305848 403150161
1000010193 1651961586 1151853654 1744825135 1373573026 1208305848 1208305848 403150161
1000010193 1762528376 1410714801 1265630730 544662624 1208305848 1208305848 403150161
1000010193 334333092 252543806 1309041635 1223498069 1208305848 1208305848 403150161
1000010193 467728809 1145712447 2097286403 1427241740 1208305848 1208305848 403150161
1000010193 744010900 252543806 1305674006 45762223 1208305848 1208305848 403150161
1000010193 980668946 208287135 1965426298 65375772 1208305848 1208305848 403150161
1000010373 1296757198 421093632 180268031 987280137 1208305848 1208305848 403150161
1000010373 1651961586 1469153568 1744825135 1373573026 1208305848 1208305848 403150161
1000010373 1762528376 1431947293 1965426298 65375772 1208305848 1208305848 403150161
1000010373 334333092 1385090220 1305674006 45762223 1208305848 1208305848 403150161
1000010373 467728809 1385090220 1309041635 1223498069 1208305848 1208305848 403150161
1000010373 744010900 2142637494 1265630730 544662624 1208305848 1208305848 403150161
1000010373 980668946 1818777027 2097286403 1427241740 1208305848 1208305848 403150161
1000010379 1296757198 2008791562 1265630730 544662624 1208305848 1208305848 403150161
1000010379 1651961586 1507782329 1305674006 45762223 1208305848 1208305848 403150161
1000010379 1762528376 591921107 2097286403 1427241740 1208305848 1208305848 403150161
1000010379 334333092 355128491 1965426298 65375772 1208305848 1208305848 403150161
1000010379 467728809 1507782329 1309041635 1223498069 1208305848 1208305848 403150161
1000010379 744010900 1572755008 180268031 987280137 1208305848 1208305848 403150161
1000010379 980668946 1720456126 1744825135 1373573026 1208305848 1208305848 403150161
1000010654 1651961586 1480921946 1208305848 1208305848 1858472081 1208305848 467728809
1000010654 467728809 1480921946 341276151 1208305848 2061181426 1208305848 403150161
1000010673 1296757198 1676068160 180268031 987280137 1208305848 1208305848 403150161
1000010673 1651961586 52300267 1309041635 1223498069 1208305848 1208305848 403150161
1000010673 1762528376 2073500990 1305674006 45762223 1208305848 1208305848 403150161
1000010673 334333092 1859378134 1744825135 1373573026 1208305848 1208305848 403150161
1000010673 467728809 2011781250 2097286403 1427241740 1208305848 1208305848 403150161
1000010673 744010900 1374639498 1265630730 544662624 1208305848 1208305848 403150161
1000010673 980668946 1269901104 1965426298 65375772 1208305848 1208305848 403150161
1000011053 1651961586 247725262 1208305848 1208305848 1858472081 1208305848 467728809
1000011053 467728809 247725262 1435969635 1208305848 2061181426 1208305848 403150161
1000011560 1296757198 800095891 1744825135 1373573026 1208305848 1208305848 403150161
1000011560 1651961586 1203107058 2097286403 1427241740 1208305848 1208305848 403150161
1000011560 1762528376 694049508 1265630730 544662624 1208305848 1208305848 403150161
1000011560 334333092 1458155211 1305674006 45762223 1208305848 1208305848 403150161
1000011560 467728809 1458155211 1309041635 1223498069 1208305848 1208305848 403150161
1000011560 744010900 1347892190 180268031 987280137 1208305848 1208305848 403150161
1000011560 980668946 1184182657 1965426298 65375772 1208305848 1208305848 403150161
1000011654 467728809 2062654879 1616118348 1208305848 1208305848 1208305848 403150161
1000011889 1296757198 1689299581 180268031 987280137 1208305848 1208305848 403150161
1000011889 1651961586 2070698696 1265630730 544662624 1208305848 1208305848 403150161
1000011889 1762528376 297634714 2097286403 1427241740 1208305848 1208305848 403150161
1000011889 334333092 2037411303 1744825135 1373573026 1208305848 1208305848 403150161
1000011889 467728809 1375851295 1965426298 65375772 1208305848 1208305848 403150161
1000011889 744010900 510666291 1305674006 45762223 1208305848 1208305848 403150161
1000011889 980668946 1122423782 1309041635 1223498069 1208305848 1208305848 403150161
1000012000 1296757198 1293718694 1965426298 65375772 1208305848 1208305848 403150161
1000012000 1651961586 106694950 1265630730 544662624 1208305848 1208305848 403150161
1000012000 1762528376 2137127809 180268031 987280137 1208305848 1208305848 403150161
1000012000 334333092 920193437 1305674006 45762223 1208305848 1208305848 403150161
1000012000 467728809 1256193493 1744825135 1373573026 1208305848 1208305848 403150161
1000012000 744010900 1804755983 1309041635 1223498069 1208305848 1208305848 403150161
1000012000 980668946 1907628034 2097286403 1427241740 1208305848 1208305848 403150161
1000012074 1296757198 545468383 180268031 987280137 1208305848 1208305848 403150161
1000012074 1651961586 905472169 1744825135 1373573026 1208305848 1208305848 403150161
1000012074 1762528376 29956847 1965426298 65375772 1208305848 1208305848 403150161
1000012074 334333092 1105541363 1309041635 1223498069 1208305848 1208305848 403150161
1000012074 467728809 1105541363 1305674006 45762223 1208305848 1208305848 403150161
1000012074 744010900 752393217 1265630730 544662624 1208305848 1208305848 403150161
1000012074 980668946 503511593 2097286403 1427241740 1208305848 1208305848 403150161
1000012224 1296757198 1006599860 180268031 987280137 1208305848 1208305848 403150161
1000012224 1651961586 658130287 1265630730 544662624 1208305848 1208305848 403150161
1000012224 1762528376 1053435505 1309041635 1223498069 1208305848 1208305848 403150161
1000012224 334333092 1966048132 2097286403 1427241740 1208305848 1208305848 403150161
1000012224 467728809 230672264 1744825135 1373573026 1208305848 1208305848 403150161
1000012224 744010900 107059677 1965426298 65375772 1208305848 1208305848 403150161
1000012224 980668946 682008474 1305674006 45762223 1208305848 1208305848 403150161
1000012417 1296757198 1464820696 2097286403 1208305848 2061181426 1208305848 403150161
1000012417 1651961586 1221351830 1208305848 1208305848 1858472081 1208305848 467728809
1000012417 1762528376 1637376990 180268031 1208305848 1208305848 1208305848 403150161
1000012417 467728809 1221351830 1309041635 1208305848 2061181426 1208305848 403150161
1000012820 467728809 30076317 320194131 1208305848 1208305848 1208305848 403150161
1000013591 1296757198 2323169 2097286403 1427241740 1208305848 1208305848 403150161
1000013591 1651961586 1095920236 1305674006 45762223 1208305848 1208305848 403150161
1000013591 1762528376 1057633710 1744825135 1373573026 1208305848 1208305848 403150161
1000013591 334333092 1313373261 180268031 987280137 1208305848 1208305848 403150161
1000013591 467728809 1004438208 1265630730 544662624 1208305848 1208305848 403150161
1000013591 744010900 1619575529 1965426298 65375772 1208305848 1208305848 403150161
1000013591 980668946 1095920236 1309041635 1223498069 1208305848 1208305848 403150161
1000013627 1296757198 620455655 1965426298 65375772 1208305848 1208305848 403150161
1000013627 1651961586 883740934 1744825135 1373573026 1208305848 1208305848 403150161
1000013627 1762528376 1217773511 2097286403 1427241740 1208305848 1208305848 403150161
1000013627 334333092 479046094 180268031 987280137 1208305848 1208305848 403150161
1000013627 467728809 116973775 1309041635 1223498069 1208305848 1208305848 403150161
1000013627 744010900 116973775 1305674006 45762223 1208305848 1208305848 403150161
1000013627 980668946 1711256812 1265630730 544662624 1208305848 1208305848 403150161
1000013653 1296757198 1032434071 1208305848 1208305848 1858472081 1208305848 467728809
1000013653 1651961586 1032434071 1794321866 1208305848 2061181426 1208305848 403150161
1000013653 467728809 516700596 1794321866 1208305848 1208305848 1415893185 403150161
1000013865 1651961586 1435615382 1208305848 1208305848 1858472081 1208305848 467728809
1000013865 467728809 1435615382 341276151 1208305848 2061181426 1208305848 403150161
1000014947 1296757198 624025577 1744825135 1373573026 1208305848 1208305848 403150161
1000014947 1651961586 1385806915 2097286403 1427241740 1208305848 1208305848 403150161
1000014947 1762528376 1662800211 1265630730 544662624 1208305848 1208305848 403150161
1000014947 334333092 1599633056 1965426298 65375772 1208305848 1208305848 403150161
1000014947 467728809 2081668844 1305674006 45762223 1208305848 1208305848 403150161
1000014947 744010900 2081668844 1309041635 1223498069 1208305848 1208305848 403150161
1000014947 980668946 471837326 180268031 987280137 1208305848 1208305848 403150161
1000015038 1296757198 1290569356 1744825135 1373573026 1208305848 1208305848 403150161
1000015038 1651961586 873917962 1965426298 65375772 1208305848 1208305848 403150161
1000015038 1762528376 1549216171 1265630730 544662624 1208305848 1208305848 403150161
1000015038 334333092 310948403 1305674006 45762223 1208305848 1208305848 403150161
1000015038 467728809 796354791 180268031 987280137 1208305848 1208305848 403150161
1000015038 744010900 10528543 2097286403 1427241740 1208305848 1208305848 403150161
1000015038 980668946 873738755 1309041635 1223498069 1208305848 1208305848 403150161
1000015895 1296757198 1378084321 1965426298 65375772 1208305848 1208305848 403150161
1000015895 1651961586 928537215 180268031 987280137 1208305848 1208305848 403150161
1000015895 1762528376 1030055338 1265630730 544662624 1208305848 1208305848 403150161
1000015895 334333092 1805572629 2097286403 1427241740 1208305848 1208305848 403150161
1000015895 467728809 883001019 1744825135 1373573026 1208305848 1208305848 403150161
1000015895 744010900 472006337 1305674006 45762223 1208305848 1208305848 403150161
1000015895 980668946 1560378198 1309041635 1223498069 1208305848 1208305848 403150161
1000015940 1081339269 406107 437495484 1208305848 2061181426 1208305848 403150161
1000015940 1091483425 439003544 1208305848 1208305848 1858472081 1208305848 467728809
1000015940 1212700802 439003544 1435969635 1208305848 2061181426 1208305848 403150161
1000015940 1296757198 231861775 802610745 1208305848 2061181426 1208305848 403150161
1000015940 1651961586 439003544 320194131 684125040 2061181426 1208305848 403150161
1000015940 1762528376 971587162 2097286403 1208305848 2061181426 1208305848 403150161
1000015940 334333092 1649869009 1994095774 1150772160 2061181426 1208305848 403150161
1000015940 467728809 842884653 1305674006 1208305848 2061181426 1208305848 403150161
1000015940 744010900 241020347 341276151 1208305848 2061181426 1208305848 403150161
1000015940 980668946 630864429 1309041635 1208305848 2061181426 1208305848 403150161
1000016005 467728809 934900482 341276151 1208305848 1208305848 1208305848 403150161
1000016062 1296757198 2109856663 1965426298 65375772 1208305848 1208305848 403150161
1000016062 1651961586 129635805 1305674006 45762223 1208305848 1208305848 403150161
1000016062 1762528376 2119581224 2097286403 1427241740 1208305848 1208305848 403150161
1000016062 334333092 644424803 1265630730 544662624 1208305848 1208305848 403150161
1000016062 467728809 590035786 1744825135 1373573026 1208305848 1208305848 403150161
1000016062 744010900 129635805 1309041635 1223498069 1208305848 1208305848 403150161
1000016062 980668946 1625204867 180268031 987280137 1208305848 1208305848 403150161
1000016677 467728809 833591157 2097286403 1208305848 1208305848 1208305848 403150161
1000017309 1296757198 673994302 341276151 1208305848 1995294421 1208305848 403150161
1000017309 1651961586 606702335 1208305848 1208305848 1858472081 1208305848 467728809
1000017309 467728809 606702335 341276151 1208305848 2061181426 1208305848 403150161
1000017930 467728809 1511154943 341276151 1208305848 1208305848 1208305848 403150161
1000018055 1296757198 346900856 1309041635 1223498069 1208305848 1208305848 403150161
1000018055 1651961586 555991812 1265630730 544662624 1208305848 1208305848 403150161
1000018055 1762528376 93759699 2097286403 1427241740 1208305848 1208305848 403150161
1000018055 334333092 853834587 1965426298 65375772 1208305848 1208305848 403150161
1000018055 467728809 346900856 1305674006 45762223 1208305848 1208305848 403150161
1000018055 744010900 170320731 180268031 987280137 1208305848 1208305848 403150161
1000018055 980668946 1166591966 1744825135 1373573026 1208305848 1208305848 403150161
1000018166 1296757198 1469293559 2097286403 1427241740 1208305848 1208305848 403150161
1000018166 1651961586 1563145447 180268031 987280137 1208305848 1208305848 403150161
1000018166 1762528376 1727852821 1965426298 65375772 1208305848 1208305848 403150161
1000018166 334333092 961456413 1744825135 1373573026 1208305848 1208305848 403150161
1000018166 467728809 1191835235 1265630730 544662624 1208305848 1208305848 403150161
1000018166 744010900 990337165 1309041635 1223498069 1208305848 1208305848 403150161
1000018166 980668946 990337165 1305674006 45762223 1208305848 1208305848 403150161
1000018648 1651961586 1810613042 1208305848 1208305848 1858472081 1208305848 467728809
1000018648 467728809 1810613042 341276151 1208305848 2061181426 1208305848 403150161
1000018716 1651961586 1845511077 1208305848 1208305848 1858472081 1208305848 467728809
1000018716 467728809 1845511077 1435969635 1208305848 2061181426 1208305848 403150161
10000188 1296757198 1801549132 1309041635 1223498069 1208305848 1208305848 403150161
10000188 1651961586 1801549132 1305674006 45762223 1208305848 1208305848 403150161
10000188 1762528376 341516248 1744825135 1373573026 1208305848 1208305848 403150161
10000188 334333092 1379832134 2097286403 1427241740 1208305848 1208305848 403150161
10000188 467728809 1890395422 1265630730 544662624 1208305848 1208305848 403150161
10000188 744010900 1058097744 1965426298 65375772 1208305848 1208305848 403150161
1000018877 1296757198 868804893 1208305848 1208305848 1858472081 1208305848 467728809
1000018877 1651961586 868804893 1309041635 1208305848 2061181426 1208305848 403150161
1000018877 1762528376 735542913 341276151 1208305848 1208305848 678324244 403150161
1000018877 467728809 868804893 1265630730 1208305848 1208305848 1208305848 403150161
10000188 980668946 2103204746 180268031 987280137 1208305848 1208305848 403150161
1000019171 1296757198 1384518431 1305674006 45762223 1208305848 1208305848 403150161
1000019171 1651961586 778959256 1965426298 65375772 1208305848 1208305848 403150161
1000019171 1762528376 1729496843 180268031 987280137 1208305848 1208305848 403150161
1000019171 334333092 168332285 1744825135 1373573026 1208305848 1208305848 403150161
1000019171 467728809 566284970 1265630730 544662624 1208305848 1208305848 403150161
1000019171 744010900 1740025633 2097286403 1427241740 1208305848 1208305848 403150161
