v1 v2 v3
2017040204 173818747 1009857713
516201205 964398707 379912809
827000686 2079057988 1344199225
1139406039 964398707 1053107280
751059026 964398707 1804952637
1238607829 2079057988 495579534
839305209 1653081531 925684848
968821312 173818747 1934100863
1681097870 9244212 1034053857
1681097870 9244212 1034053857
432432749 173818747 1957255469
1728106772 1625670082 1637216621
1423483736 1462526291 2117871278
1423483736 1462526291 2117871278
131520264 259282066 1120379997
131520264 259282066 1120379997
493644710 1625670082 2129412601
230578381 469944468 822257272
1108949814 173818747 2117871278
1530238795 1257673436 1674614213
1573327233 1462526291 1934100863
1573327233 1462526291 1934100863
1985645651 469944468 791617444
1985645651 469944468 791617444
391587820 228644964 2117871278
918447805 1081820118 1363629053
379500732 228644964 1872171612
379500732 228644964 1872171612
3658137 1386877007 778596128
628992554 173818747 1009857713
628992554 173818747 1009857713
51221034 1159977557 161540665
959974315 1625670082 617247967
834902980 841850107 908111918
1807185927 964398707 1966058313
1921230046 1386877007 1508365991
1194437122 1653081531 1415225936
1383351240 1386877007 1302556871
704800369 1202782215 2133504017
704800369 1202782215 2133504017
2081491666 1462526291 2015271908
909284799 1625670082 628077384
1188573836 1081820118 1009857713
1188573836 1081820118 1009857713
270035837 1462526291 1705253349
386845897 1625670082 1130702924
7995843 1926905372 1030307103
1099525293 173818747 125856503
1099525293 173818747 125856503
1099525293 173818747 125856503
1317992612 248209738 1772442405
1409258245 1976057433 1980825937
1127869831 469944468 469048515
1127869831 469944468 469048515
456607660 248209738 1948735839
1146472338 173818747 871146884
259351489 971389728 560579398
1246698690 1257673436 542628462
154794429 2095263062 1261802636
59058392 1462526291 1957255469
625478369 747627858 504307610
625478369 747627858 504307610
892299107 2095263062 159850351
731583578 1764240525 1980825937
1690934378 1625670082 364912174
748916335 248209738 1649808593
1051967388 1568116264 1980825937
2101856853 214335774 1256754901
2035558339 1653081531 1261802636
1234688638 1202782215 1148242627
598342935 9244212 1457558844
598342935 9244212 1457558844
1020517259 1926905372 1773097005
1240168568 770039431 679684440
276014828 1764240525 159850351
1498299653 2061848167 1074149303
298700691 259282066 1780689610
1086750422 1119493116 159850351
2040105503 724067679 204966833
727815074 2079057988 1218629533
1480510949 9244212 1457558844
1480510949 9244212 1457558844
1037498464 1202782215 1654060834
1158213427 9244212 1030307103
1011866680 9244212 536946524
2114498446 259282066 185121632
2024271116 9244212 688862220
1253738492 257108166 1962133114
53597505 1462526291 925684848
65235308 1403073439 1718522113
1655203507 1462526291 1066391769
1651263419 2079057988 469048515
1315581085 173818747 1056921702
320105503 173818747 1883282355
447748721 2079057988 1956617190
793805167 214335774 2138987211
123354565 173818747 1649808593
887275425 1081820118 1773097005
887275425 1081820118 1773097005
327947046 1081820118 1773097005
327947046 1081820118 1773097005
1583242978 173818747 1415225936
1583242978 173818747 1415225936
1388730857 259282066 1030307103
257802771 1257673436 1007037412
289580626 1202782215 1957255469
1410621182 1561475284 1934100863
35908037 1002237642 2144200650
1225721921 9244212 1899933978
1500819382 1081820118 879083520
706289329 469944468 464364920
1373009519 1403073439 779515425
56367186 444357568 1009857713
1864291718 9244212 1225730890
1592505695 214335774 244384900
1592505695 214335774 244384900
1592505695 214335774 244384900
1717364151 1625670082 1034053857
1717364151 1625670082 1034053857
1717364151 1625670082 1034053857
1991909109 1462526291 293152496
816352935 964398707 896944911
291150982 1037754172 131595124
986086983 504475005 1773097005
698025522 1470664077 1835394653
891936431 1470664077 2053085680
1942881414 228644964 2104227399
1110052426 964398707 822257272
1819733651 1386877007 2026914270
2123684920 1386877007 2132148490
1943580977 1386877007 1311869995
543218324 1202782215 1342578900
610736906 724067679 109638434
526994464 248209738 1375836566
1824950116 1081820118 1649808593
1824950116 1081820118 1649808593
1646174693 173818747 1591416481
557006669 228644964 35512590
1725296037 1257673436 1627091268
375312979 1653081531 44111574
1311351161 173818747 2126995063
800993388 1037754172 1771698396
1360493693 934023045 730431967
2066013070 228644964 1428072264
2027852084 228644964 610782915
1191765929 1912291382 1934100863
1712863583 724067679 1010083865
1761995029 1081820118 504307610
1761995029 1081820118 504307610
2018534556 2079057988 504307610
2018534556 2079057988 504307610
507403905 1403073439 791617444
507403905 1403073439 791617444
1408265513 248209738 1650620477
656010539 1257673436 500831487
1412427149 1462526291 1083973309
291987865 259282066 368225261
1921241353 1625670082 138673653
1921241353 1625670082 138673653
61235694 1159977557 1109365863
1580755293 934023045 422984474
1747709837 1912291382 1380730935
921396741 964398707 730729582
603813219 259282066 709378960
1957265807 841850107 116050926
289504286 248209738 1899933978
655485951 1202782215 1881260085
1832079495 248209738 1229781741
43072041 724067679 1790536902
961404920 802092088 1496443957
1609677366 1159977557 1383514678
1538697532 1257673436 2047505793
988745615 1462526291 1113985044
408154012 1470664077 1261802636
1994127681 724067679 2129412601
367137062 1202782215 1130337063
416250542 1462526291 1130702924
830701510 1462526291 670653780
659004088 1561475284 2047505793
1929925510 964398707 1536250791
1981189817 228644964 227542731
1985875019 1159977557 706582898
1746556775 228644964 1679021376
510011388 259282066 111753779
1569038971 971389728 243292522
667981264 1159977557 551763837
158941017 971389728 1726485752
477444153 150036672 2096330404
1357342836 2132397287 1649808593
2052626589 1470664077 1241378441
984013757 934023045 57958075
1250172661 841850107 293011175
570660209 934023045 1810599250
1443287214 1386877007 822257272
520531316 724067679 1717838800
375697874 971389728 464364920
739358498 2102547811 1771698396
1159908714 1912291382 125856503
1520540836 1793283865 1649808593
1336925231 1159977557 348150155
1903471073 1625670082 1193016903
1371231245 259282066 1589726625
115941809 724067679 495649897
877035878 1403073439 791617444
877035878 1403073439 791617444
466646156 1159977557 508697284
1373190486 1793283865 2103443044
1666156167 1625670082 1176700757
1842988528 444357568 580319695
629830359 1081820118 1649808593
629830359 1081820118 1649808593
1821164470 228644964 912696988
1927061408 214335774 533522403
592056166 248209738 347248564
1377013060 1608781303 1673099185
2033890886 971389728 192379504
834398695 228644964 536946524
926278952 1462526291 2133504017
732996611 1309473909 1966058313
732996611 1309473909 1966058313
866266019 1403073439 226193668
1235230097 1257673436 67800368
774660899 724067679 1841091346
971067145 259282066 745478585
86687238 802092088 293723654
62165808 214335774 1753812148
463693394 9244212 822257272
199609287 173818747 2133504017
1063947092 1386877007 467005251
1041795714 1037754172 398966662
725306216 9244212 1229781741
1691805924 257108166 593682013
1466840766 770039431 871146884
1308595081 964398707 179089266
115322657 1561475284 1400570947
1895855612 802092088 2116698917
1013612029 1159977557 1666477186
540103704 259282066 1059552711
1035470133 1470664077 293011175
1451101063 248209738 834701152
13620944 1625670082 219735655
608973519 1912291382 184837038
652753255 1912291382 1086442881
581866340 1793283865 2039907409
486612626 173818747 1457558844
1426714385 841850107 270485609
1189271479 1403073439 35512590
837454089 259282066 830046636
1520330443 464526234 516865289
974820153 2030102543 2110595611
35063891 9244212 2111168252
35063891 9244212 2111168252
35063891 9244212 2111168252
1699611295 469944468 1980825937
1803373303 1037754172 1957255469
942411009 747627858 1120379997
507352698 1403073439 1074149303
507352698 1403073439 1074149303
65707077 1386877007 508697284
1111154501 2079057988 2097429180
1558632556 173818747 75432447
1558632556 173818747 75432447
1013215926 464526234 154593194
625412815 1257673436 1772011601
1518638887 1470664077 1962133114
579073183 228644964 1130702924
2084166009 1159977557 615356353
1457617950 214335774 640264723
1457617950 214335774 640264723
1560068239 1081820118 1010083865
1560068239 1081820118 1010083865
1437717318 971389728 791617444
877197720 1470664077 688862220
2140647488 464526234 608712769
714903555 173818747 129179149
1534151268 964398707 2013128049
569962725 173818747 791617444
569962725 173818747 791617444
569962725 173818747 791617444
116121427 444357568 1723052839
929509020 1793283865 1030307103
1769306528 1257673436 129179149
2024148065 1037754172 551763837
1299032928 1470664077 1642859422
1662499183 173818747 244384900
1094908410 2079057988 1804675511
1399606282 1202782215 1679021376
492670088 1470664077 1908327058
613757867 257108166 1083208551
1199916191 2102547811 2129412601
1199916191 2102547811 2129412601
1925743207 444357568 636631815
973945514 841850107 799318653
485988720 1257673436 335379377
44324531 724067679 1394159110
827784153 1002237642 1363629053
1799937366 1561475284 1098479682
2051624601 1625670082 2132148490
1232878950 1462526291 1966429309
1384279072 214335774 1629202892
2138062644 964398707 1717838800
1999994658 934023045 1261802636
1999994658 934023045 1261802636
1559753641 214335774 1030307103
1393145634 1202782215 1717838800
43641697 1462526291 636631815
636507754 1625670082 1034053857
636507754 1625670082 1034053857
636507754 1625670082 1034053857
935209587 1309473909 1261802636
681069482 1159977557 1771698396
681069482 1159977557 1771698396
1387384808 2079057988 1753812148
1908290446 841850107 159850351
1908290446 841850107 159850351
385661335 1653081531 1717838800
1986516052 2079057988 1717838800
1446471771 1653081531 1030307103
235072330 1037754172 160179260
1405142253 1653081531 504307610
636947364 1561475284 1034053857
636947364 1561475284 1034053857
65811197 1786696382 159850351
1277976075 1037754172 2128526536
1801797288 1257673436 870608283
1661630374 1257673436 2141077395
1043656284 934023045 830046636
283555901 1764240525 1649808593
727546779 1625670082 778596128
1267550392 1119493116 1649808593
1702846305 228644964 498848386
1098877502 1462526291 830046636
1098877502 1462526291 830046636
1540659580 1625670082 1516505249
802850125 964398707 1185282610
1735301207 1561475284 57958075
813492807 259282066 1010083865
2084539177 1625670082 871146884
1135309871 1202782215 347248564
136562656 9244212 234510415
1154079296 2132397287 1966058313
8395236 173818747 1367888348
1230160268 2079057988 780266831
307344034 1202782215 979953945
1081733306 1386877007 1943600798
1951783850 173818747 771242088
1677278851 214335774 871146884
70318373 2119770603 1773097005
175428955 1653081531 35512590
804673440 1625670082 870608283
342437465 248209738 1810274231
1364501958 214335774 1934100863
872701952 444357568 778596128
920646131 173818747 2025773215
1875942537 1257673436 1980825937
1875942537 1257673436 1980825937
290674073 1403073439 508697284
1674332780 228644964 1261802636
1674332780 228644964 1261802636
1526923466 9244212 2132148490
1890757148 1081820118 1717838800
359671986 1793283865 791617444
221307907 1625670082 1010083865
221307907 1625670082 1010083865
1654557807 259282066 717859507
2133183471 248209738 688862220
914269736 1912291382 591856514
1794786973 214335774 830046636
1124641159 1625670082 464364920
669567596 228644964 875489305
1649017434 971389728 1679021376
1543536679 724067679 326319960
2096068716 173818747 2111168252
2096068716 173818747 2111168252
2096068716 173818747 2111168252
840424687 934023045 778596128
757032275 770039431 1009857713
1858374011 1561475284 1649808593
1858374011 1561475284 1649808593
1858145221 228644964 125856503
28339015 1625670082 223954916
1792671727 248209738 2129412601
1761981279 9244212 1415225936
2040114044 1561475284 125856503
998691991 1653081531 908111918
998691991 1653081531 908111918
1216299410 228644964 871146884
1512537439 259282066 469048515
374152545 248209738 1773097005
374152545 248209738 1773097005
1594207759 841850107 244384900
1594207759 841850107 244384900
746422100 1561475284 1771698396
324915002 259282066 688862220
324915002 259282066 688862220
324915002 259282066 688862220
324915002 259282066 688862220
1449271331 9244212 1980825937
1449271331 9244212 1980825937
2131913744 228644964 1717838800
2140678188 1403073439 1073953450
1300746971 1159977557 2039907409
1397679423 2079057988 504307610
1397679423 2079057988 504307610
1134761228 1403073439 1415225936
1763357928 1568116264 1261802636
1407672334 1462526291 2117871278
1407672334 1462526291 2117871278
813449906 1444031510 1717838800
1211151807 971389728 159850351
1211151807 971389728 159850351
307770433 1202782215 1773097005
1683820620 964398707 504307610
1683820620 964398707 504307610
1683820620 964398707 504307610
1209360490 971389728 1980825937
971921208 150036672 1717838800
802939625 9244212 1966058313
1569536719 214335774 125856503
1479691710 1159977557 1964702570
1038422893 1625670082 2043693950
651323072 2119770603 870608283
1570842189 1257673436 219668680
1257688362 248209738 1345060569
900444670 724067679 1009857713
1840176634 2132397287 1771698396
1427890030 1625670082 1415225936
1427890030 1625670082 1415225936
210829745 934023045 1313177775
1975327122 1470664077 1773097005
1975327122 1470664077 1773097005
1761972673 248209738 560938412
1860482999 248209738 879207671
869432838 934023045 293011175
869432838 934023045 293011175
1477497092 1159977557 1717838800
1658812301 2030102543 1399623795
2077295534 934023045 1707040151
55997915 841850107 159850351
55997915 841850107 159850351
1001707226 1202782215 244384900
1716048067 1470664077 1773097005
1716048067 1470664077 1773097005
908112500 595176099 1773097005
1967020925 469944468 504307610
769252261 248209738 35512590
828260799 1462526291 1966058313
1152205582 1202782215 35512590
392710896 971389728 786261325
1834343527 2079057988 636631815
1852847524 469944468 1717838800
1378555067 248209738 1832795207
1066307829 469944468 1261802636
1154251427 259282066 979953945
1527043061 1462526291 2055047406
467615805 841850107 83534184
1102056842 964398707 870608283
274235949 724067679 870608283
1587299040 964398707 1367888348
991257740 9244212 1969381883
219809082 469944468 244384900
219809082 469944468 244384900
1073307854 1625670082 1010083865
1073307854 1625670082 1010083865
1853701351 1561475284 1500843979
580048404 1081820118 1056921702
359230775 469944468 1157026795
1416260495 2102547811 2129412601
1416260495 2102547811 2129412601
21243566 259282066 1516505249
1458020446 259282066 1229781741
1670009851 469944468 1120379997
943387339 259282066 2126995063
2136662345 464526234 326947106
356385058 1386877007 1217094847
1473922627 1462526291 856325377
110098401 173818747 2111168252
110098401 173818747 2111168252
110098401 173818747 2111168252
1904382964 1625670082 326319960
375944450 934023045 1832645577
395342431 248209738 1713318186
182090072 259282066 688862220
182090072 259282066 688862220
182090072 259282066 688862220
182090072 259282066 688862220
1203165670 464526234 1966058313
96472534 2079057988 326319960
1192133986 934023045 159850351
1192133986 934023045 159850351
557988749 214335774 293011175
1173961077 1462526291 231907278
1311531350 934023045 616929113
1998830809 259282066 688862220
1998830809 259282066 688862220
1998830809 259282066 688862220
1998830809 259282066 688862220
1303243507 1403073439 1005486325
1261529151 259282066 2111168252
344691273 9244212 949469817
344691273 9244212 949469817
1222974526 9244212 949469817
1222974526 9244212 949469817
150825537 2079057988 179089266
945511344 1462526291 129179149
1580786922 964398707 791617444
1580786922 964398707 791617444
1580786922 964398707 791617444
2145862162 934023045 129179149
605203713 1257673436 83534184
434851330 259282066 1120379997
434851330 259282066 1120379997
1678540137 1257673436 839537054
1576147249 1159977557 1771698396
1576147249 1159977557 1771698396
218927648 1561475284 640264723
214713840 1653081531 949469817
214713840 1653081531 949469817
439848767 1561475284 527130022
1657064872 1625670082 347248564
853821147 1159977557 2138987211
1125861949 1257673436 703623691
1174763257 1119493116 1771698396
958979199 1561475284 1872171612
1717409551 1462526291 717859507
6435565 1912291382 2117871278
1679634832 934023045 1157026795
815423857 228644964 179089266
1784978764 1470664077 1872171612
1918197276 228644964 2019996658
1918197276 228644964 2019996658
1472718653 1926905372 504307610
1472718653 1926905372 504307610
70907045 248209738 871146884
945539962 259282066 125856503
2137277673 1793283865 504307610
2137277673 1793283865 504307610
969278856 2079057988 2133504017
969278856 2079057988 2133504017
1927621520 2079057988 791617444
1927621520 2079057988 791617444
1588179438 214335774 469048515
1034313166 248209738 1536250791
113267422 173818747 504307610
1292178758 841850107 1415225936
643501904 173818747 125856503
643501904 173818747 125856503
643501904 173818747 125856503
982818681 504475005 1649808593
1413171421 1081820118 1010083865
1413171421 1081820118 1010083865
416883090 841850107 871146884
416883090 841850107 871146884
1273897073 1926905372 504307610
1273897073 1926905372 504307610
1848053995 1081820118 504307610
1848053995 1081820118 504307610
396353974 1202782215 1649808593
1619805735 228644964 1802022773
824276893 724067679 489945408
1117390545 248209738 1516505249
1022616564 248209738 508697284
791394402 9244212 1771698396
791394402 9244212 1771698396
791394402 9244212 1771698396
1362397394 1926905372 625786323
1156746421 173818747 717859507
545832515 1309473909 1717838800
174747498 724067679 1967901942
456141558 1386877007 1158995898
2081737333 9244212 1956617190
1934857340 1462526291 1717838800
1233362376 964398707 2133504017
429738714 724067679 836831768
1080454467 1309473909 1399623795
841884657 1561475284 762750804
886735173 9244212 1019709715
1031442685 770039431 159850351
1288652360 1202782215 791617444
1288652360 1202782215 791617444
1810332076 934023045 159850351
1810332076 934023045 159850351
849543330 971389728 875489305
846020723 248209738 791617444
846020723 248209738 791617444
846020723 248209738 791617444
1793798536 1561475284 1463425604
1379017734 1395331266 469048515
499918377 964398707 1980825937
499918377 964398707 1980825937
499918377 964398707 1980825937
388231515 2079057988 791617444
388231515 2079057988 791617444
1574728906 934023045 1314929323
1413257043 964398707 244384900
1328980276 1386877007 2133504017
324601765 1159977557 1713318186
608614702 1470664077 1832795207
296777998 1159977557 1835487478
1801021506 259282066 1679021376
1801021506 259282066 1679021376
457546970 1625670082 1966058313
885087891 2102547811 1717838800
400455917 1462526291 1009857713
1534932263 228644964 2129412601
1882331021 964398707 159850351
1118631250 1202782215 1229781741
575210721 1444031510 83534184
275079892 173818747 293011175
275079892 173818747 293011175
1747615774 1561475284 1074149303
542071763 841850107 505550944
4660799 964398707 1980825937
4660799 964398707 1980825937
4660799 964398707 1980825937
701715821 464526234 244384900
701715821 464526234 244384900
919713527 971389728 159850351
919713527 971389728 159850351
566577679 259282066 244384900
566577679 259282066 244384900
193137619 214335774 778596128
802755326 259282066 1313177775
552599149 173818747 75432447
552599149 173818747 75432447
813088700 964398707 1773097005
513951360 259282066 1957255469
1117609549 1037754172 983022570
460421813 1081820118 1980825937
2028402498 964398707 791617444
2028402498 964398707 791617444
2028402498 964398707 791617444
268198993 1403073439 510646087
1041003549 1202782215 1218027589
1450851895 1561475284 1649808593
1450851895 1561475284 1649808593
1962963334 1625670082 679684440
614541133 1081820118 1261802636
63499654 802092088 791617444
1774698110 248209738 791617444
1774698110 248209738 791617444
1774698110 248209738 791617444
1213807733 469944468 244384900
1213807733 469944468 244384900
481591320 1625670082 2111168252
1899495173 841850107 268705671
158250674 9244212 1717838800
1394180327 1625670082 1034053857
1394180327 1625670082 1034053857
1394180327 1625670082 1034053857
28555631 504475005 1771698396
198338519 747627858 244384900
590084012 2061848167 469048515
619922989 259282066 2103443044
1578155461 214335774 979953945
878023595 934023045 1261802636
878023595 934023045 1261802636
1940592646 1119493116 791617444
972421996 1462526291 830046636
972421996 1462526291 830046636
1093465132 173818747 791617444
1093465132 173818747 791617444
1093465132 173818747 791617444
1053322556 214335774 159850351
795516502 1257673436 1718522113
2043173041 1202782215 2133504017
2043173041 1202782215 2133504017
2005791607 1386877007 1056921702
811153893 971389728 118350247
1644595089 259282066 791617444
533412749 173818747 436087910
533412749 173818747 436087910
986041417 1081820118 791617444
1060854969 173818747 1717838800
1059048489 1403073439 1074149303
1059048489 1403073439 1074149303
1223962135 841850107 1980825937
962841502 1257673436 1557162807
803729017 934023045 1966058313
1534271597 964398707 791617444
1534271597 964398707 791617444
1534271597 964398707 791617444
1796563652 259282066 2133504017
501552234 1202782215 1980825937
501552234 1202782215 1980825937
305108088 214335774 640264723
305108088 214335774 640264723
1265623514 1309473909 791617444
1265623514 1309473909 791617444
756065582 1202782215 679684440
893524038 259282066 558080290
760190475 173818747 791617444
760190475 173818747 791617444
760190475 173818747 791617444
1617476373 1257673436 791617444
767053868 1625670082 798731334
2115129015 1608781303 949469817
848344989 1037754172 159850351
178068926 248209738 2019996658
178068926 248209738 2019996658
1548716952 1257673436 2111168252
1193069979 1309473909 791617444
1193069979 1309473909 791617444
877267005 1982326345 791617444
2103296669 1403073439 1717838800
1356298189 1202782215 791617444
1356298189 1202782215 791617444
1571067816 1561475284 949469817
326394326 214335774 1367888348
1432001549 173818747 1962133114
2107228784 1386877007 643130917
1891968617 1403073439 1375836566
373380262 724067679 1216919994
514914541 2079057988 159850351
514914541 2079057988 159850351
1548382674 1309473909 326319960
197661031 1625670082 791617444
197661031 1625670082 791617444
1368771374 1653081531 1773097005
1368771374 1653081531 1773097005
1527251986 9244212 1773097005
740482002 214335774 1980825937
1077353046 228644964 2019996658
1077353046 228644964 2019996658
1378575588 934023045 1176700757
282007908 964398707 1679021376
740270035 214335774 1717838800
1788947196 173818747 2039907409
865804941 964398707 1120379997
329449150 228644964 949469817
329449150 228644964 949469817
1371112656 2079057988 640264723
2042532206 2079057988 778596128
2042532206 2079057988 778596128
1824694123 1159977557 625786323
1687625261 259282066 1500843979
58741091 770039431 129179149
715790493 214335774 1713318186
1691995585 2061848167 1157026795
408741937 770039431 1157026795
1334985558 934023045 1957255469
636178104 1081820118 1962133114
169483633 964398707 688862220
169483633 964398707 688862220
169483633 964398707 688862220
1908547227 259282066 688862220
1908547227 259282066 688862220
1908547227 259282066 688862220
1908547227 259282066 688862220
364011986 1081820118 1872171612
970186335 1309473909 1966058313
970186335 1309473909 1966058313
2064512645 1898918078 1773097005
526124627 214335774 2097429180
69295118 964398707 688862220
69295118 964398707 688862220
69295118 964398707 688862220
1036509914 464526234 1030307103
1847130799 964398707 1980825937
1847130799 964398707 1980825937
1847130799 964398707 1980825937
253809858 469944468 1629202892
1008614837 2079057988 508697284
1548214293 9244212 2103443044
1548214293 9244212 2103443044
2126120883 841850107 326319960
780553472 228644964 679684440
168904085 228644964 949469817
168904085 228644964 949469817
332220434 464526234 1629202892
1285860630 9244212 1872171612
1397610820 1257673436 160883905
1128813821 259282066 1536250791
1790352013 1386877007 13576296
1402288425 1403073439 500831487
1210065859 1202782215 1009857713
1074372630 214335774 1218629533
167381494 248209738 1157026795
899077804 1202782215 436087910
1901509046 9244212 223954916
1460402969 1309473909 469048515
152790015 2079057988 159850351
152790015 2079057988 159850351
1321314896 1625670082 244384900
1162718968 228644964 798731334
1254687547 934023045 293011175
1254687547 934023045 293011175
2027626870 964398707 504307610
2027626870 964398707 504307610
2027626870 964398707 504307610
861081239 1403073439 1298447238
1483074629 1159977557 1948855104
1338580436 173818747 1415225936
1338580436 173818747 1415225936
273706527 1898918078 762750804
780460623 1386877007 1239577077
1801068796 964398707 504307610
1801068796 964398707 504307610
1801068796 964398707 504307610
1053170859 1462526291 1934100863
1053170859 1462526291 1934100863
737910061 257108166 1718522113
327314134 1257673436 2133504017
1134073644 1561475284 231907278
1196140315 214335774 1120379997
27528193 1462526291 870608283
1152460919 2119770603 159850351
881756548 811105315 159850351
586645946 841850107 244384900
586645946 841850107 244384900
420646131 173818747 1399623795
1947059775 228644964 159850351
666973615 228644964 1957255469
585649007 1625670082 1261802636
1035457170 1159977557 560938412
349554041 1403073439 2133504017
1768649275 259282066 1679021376
1768649275 259282066 1679021376
1520502152 228644964 129179149
346608576 934023045 1872171612
1020672126 228644964 1496443957
2045409480 934023045 2129412601
702738215 971389728 244384900
2013619059 1257673436 1962133114
2048587263 259282066 244384900
2048587263 259282066 244384900
975648458 1625670082 138673653
975648458 1625670082 138673653
1294601172 770039431 1771698396
1925660918 841850107 870608283
408134163 1202782215 1030307103
676660646 1081820118 2133504017
812025187 971389728 1771698396
2010168191 248209738 2133504017
2114661830 1403073439 1372145477
1861527657 173818747 125856503
1861527657 173818747 125856503
1861527657 173818747 125856503
165401195 841850107 1698975737
416067153 9244212 1771698396
416067153 9244212 1771698396
416067153 9244212 1771698396
1147711060 1793283865 1399623795
2058107161 1257673436 2103443044
2058107161 1257673436 2103443044
652843003 248209738 179089266
2136752409 1653081531 1773097005
2136752409 1653081531 1773097005
1669093284 248209738 1496443957
108496379 934023045 1356114160
821880647 1568116264 244384900
570997891 1386877007 791617444
963892350 841850107 1934100863
2136231323 841850107 1966058313
902039058 1653081531 1966058313
360726126 1470664077 1367888348
85734898 1081820118 1030307103
1193691227 1625670082 1056921702
1794033259 1470664077 1458936791
1844021629 214335774 1009857713
11174459 1403073439 925241039
2012366203 1561475284 1966058313
299639759 1159977557 159850351
943346981 1926905372 2117871278
1475657938 248209738 791617444
1475657938 248209738 791617444
1475657938 248209738 791617444
1458147078 228644964 703623691
2081861450 934023045 1034053857
14626614 1843648611 791617444
2131683623 1159977557 1866897749
326529876 248209738 1120379997
393464500 914537899 244384900
1612036245 841850107 2117871278
885554837 1257673436 1056637759
150860247 1257673436 181353958
438948169 802092088 469048515
2089749452 1257673436 2103443044
2089749452 1257673436 2103443044
1873703453 1462526291 179089266
1538746034 971389728 1061990626
1531342173 173818747 293011175
1531342173 173818747 293011175
399309956 469944468 871146884
1843248830 2119770603 625786323
1963677725 1912291382 1980825937
1982227219 1257673436 102173061
501839884 1202782215 1629202892
1826406860 173818747 2111168252
1826406860 173818747 2111168252
1826406860 173818747 2111168252
1577930483 248209738 2039907409
1742129661 228644964 1218629533
1624482866 1257673436 1966058313
1624482866 1257673436 1966058313
13726565 1202782215 2103443044
1401362397 1786696382 1974444643
378405191 469944468 1966058313
110519042 214335774 244384900
110519042 214335774 244384900
110519042 214335774 244384900
718706900 9244212 1980825937
718706900 9244212 1980825937
